"","qb10_1","qb10_2","qb10_3","qb10_4","qb10_5","qb10_6","qb10_7","qb10_8","qb10_9","qb10_10","qb10_11","qb10_12","d10","d11","isocntry","d1","d25","d15a","uniqid","at_sexviol"
"1",0,0,0,0,0,0,0,0,0,0,1,0,1,82,"BE",8,1,4,16184372,0
"2",0,0,0,0,0,0,0,0,0,0,0,1,1,69,"BE",6,1,4,16184349,0
"3",1,0,1,0,0,0,0,0,0,0,0,0,2,42,"BE",5,1,13,16184371,2
"4",0,0,0,0,0,0,0,0,0,1,0,0,2,68,"BE",NA,1,4,16178926,0
"5",1,0,1,1,0,1,1,0,0,0,0,0,1,44,"BE",8,2,18,16178922,5
"6",0,0,0,0,0,0,0,0,0,1,0,0,2,61,"BE",4,3,1,16178924,0
"7",0,0,0,0,0,0,0,0,0,1,0,0,1,18,"BE",3,2,2,16178928,0
"8",0,0,0,0,0,0,0,0,0,1,0,0,2,65,"BE",1,3,4,16178932,0
"9",0,0,0,1,0,0,0,1,0,0,0,0,2,55,"BE",5,3,8,16178929,2
"10",0,0,0,0,0,0,0,1,0,0,0,0,1,24,"BE",4,3,2,16178933,1
"11",1,0,1,1,0,1,1,0,0,0,0,0,2,70,"BE",10,3,4,16178937,5
"12",0,0,0,0,0,0,0,0,0,1,0,0,1,21,"BE",6,2,2,16178939,0
"13",0,0,0,0,0,0,0,0,0,1,0,0,1,72,"BE",4,3,4,16178938,0
"14",0,0,0,0,0,0,0,0,0,1,0,0,1,20,"BE",1,3,2,16178919,0
"15",0,0,0,0,0,0,0,0,0,1,0,0,1,44,"BE",5,2,12,16191020,0
"16",0,0,0,0,0,0,0,0,0,1,0,0,1,27,"BE",8,1,13,16193638,0
"17",0,0,0,0,0,0,0,0,0,1,0,0,1,29,"BE",7,1,17,16178227,0
"18",0,0,0,0,0,0,1,0,1,0,0,0,1,56,"BE",5,1,4,16190615,2
"19",0,0,0,0,0,0,0,0,0,1,0,0,1,68,"BE",4,1,4,16178230,0
"20",0,0,0,0,0,0,0,0,0,1,0,0,2,66,"BE",3,1,4,16190764,0
"21",0,1,0,1,0,0,1,0,0,0,0,0,1,52,"BE",5,3,11,16190390,3
"22",0,0,0,0,0,0,0,0,0,1,0,0,2,62,"BE",4,1,13,16178231,0
"23",0,0,0,0,0,0,0,0,0,1,0,0,1,71,"BE",7,1,4,16178233,0
"24",0,0,0,0,0,0,0,0,0,1,0,0,2,71,"BE",3,2,4,16180880,0
"25",0,0,0,0,0,0,0,0,0,1,0,0,1,64,"BE",NA,1,4,16180897,0
"26",0,0,0,0,0,1,0,0,1,0,0,0,1,67,"BE",5,2,4,16179665,2
"27",0,0,0,0,0,0,0,0,0,1,0,0,2,60,"BE",4,3,4,16177088,0
"28",0,0,0,0,0,0,0,0,1,0,0,0,2,69,"BE",1,1,4,16192064,1
"29",0,0,0,0,0,0,0,0,0,1,0,0,1,24,"BE",6,3,12,16177130,0
"30",0,0,0,0,0,0,0,0,0,1,0,0,2,59,"BE",6,2,13,16187932,0
"31",0,0,0,0,0,0,0,0,0,1,0,0,1,41,"BE",4,1,14,16193283,0
"32",0,0,0,0,0,0,0,0,0,0,0,1,1,64,"BE",5,1,4,16193786,0
"33",0,0,0,0,0,0,0,0,0,1,0,0,1,59,"BE",4,2,4,16180894,0
"34",0,0,0,0,0,0,0,0,0,1,0,0,1,86,"BE",7,1,4,16193272,0
"35",0,0,0,0,0,0,0,1,0,0,0,0,2,73,"BE",2,1,4,16177992,1
"36",0,0,0,0,0,0,0,0,0,1,0,0,1,57,"BE",8,1,5,16185714,0
"37",0,1,0,0,0,1,0,0,0,0,0,0,2,75,"BE",7,2,4,16179668,2
"38",0,0,0,0,0,0,0,0,0,1,0,0,2,36,"BE",5,3,14,16177084,0
"39",1,1,1,1,1,1,1,1,1,0,0,0,2,81,"BE",NA,2,4,16192192,9
"40",1,0,0,0,1,0,0,0,0,0,0,0,1,75,"BE",5,1,4,16177125,2
"41",0,1,1,1,0,0,0,0,0,0,0,0,1,55,"BE",8,1,12,16191671,3
"42",0,0,0,0,0,0,0,0,0,1,0,0,2,55,"BE",3,2,3,16177026,0
"43",1,0,0,0,0,0,0,0,0,0,0,0,1,63,"BE",7,1,4,16187928,1
"44",0,0,0,0,0,0,0,0,0,1,0,0,1,90,"BE",6,2,4,16180885,0
"45",1,1,0,0,0,0,0,0,0,0,0,0,2,76,"BE",NA,2,4,16184770,2
"46",0,0,0,0,0,0,0,0,0,1,0,0,2,49,"BE",2,1,4,16177985,0
"47",0,1,0,0,0,0,1,0,0,0,0,0,2,75,"BE",4,2,4,16179676,2
"48",0,0,0,0,0,0,0,0,0,1,0,0,1,64,"BE",5,1,4,16192864,0
"49",0,0,0,0,0,0,0,0,0,1,0,0,2,74,"BE",5,2,4,16180887,0
"50",0,0,0,0,0,0,0,0,0,1,0,0,1,60,"BE",1,1,8,16192764,0
"51",0,0,0,0,0,0,0,0,0,1,0,0,2,34,"BE",5,1,13,16177131,0
"52",0,0,0,0,0,0,0,0,0,1,0,0,2,56,"BE",4,1,15,16178003,0
"53",0,0,0,1,0,0,1,0,0,0,0,0,2,73,"BE",4,3,4,16177085,2
"54",0,0,0,0,0,0,0,0,0,1,0,0,2,29,"BE",7,3,15,16177035,0
"55",0,0,0,0,0,0,0,0,0,1,0,0,2,67,"BE",NA,2,4,16178690,0
"56",0,0,0,0,0,0,0,0,0,1,0,0,1,19,"BE",7,2,2,16177122,0
"57",0,0,0,0,0,0,0,0,0,1,0,0,2,38,"BE",5,1,3,16178002,0
"58",0,0,0,0,0,0,0,0,0,1,0,0,2,52,"BE",5,1,11,16186088,0
"59",0,0,0,0,0,0,0,0,0,1,0,0,1,36,"BE",7,3,11,16177023,0
"60",0,0,0,0,0,0,0,0,0,1,0,0,2,36,"BE",5,1,15,16187916,0
"61",0,0,0,0,0,0,0,0,0,1,0,0,1,77,"BE",5,1,4,16185711,0
"62",1,1,1,1,1,1,1,1,1,0,0,0,2,64,"BE",1,1,4,16191136,9
"63",0,0,0,0,0,0,0,0,0,1,0,0,1,34,"BE",5,1,17,16177947,0
"64",0,0,0,0,0,0,0,0,0,1,0,0,1,28,"BE",1,3,3,16177089,0
"65",0,0,0,0,0,0,0,0,0,1,0,0,2,23,"BE",1,1,2,16191860,0
"66",0,0,0,0,0,0,0,0,0,0,0,1,1,61,"BE",NA,1,8,16184568,0
"67",0,0,0,0,0,0,0,0,0,1,0,0,2,55,"BE",5,1,3,16186086,0
"68",1,0,1,0,0,1,0,0,0,0,0,0,2,52,"BE",5,3,3,16179731,3
"69",0,0,0,1,0,0,0,0,0,0,0,0,1,34,"BE",3,3,17,16177133,1
"70",0,1,0,1,0,0,1,0,0,0,0,0,2,33,"BE",5,3,3,16177039,3
"71",0,0,0,0,0,0,0,0,0,1,0,0,2,35,"BE",5,1,15,16192401,0
"72",0,0,0,0,0,0,0,0,0,1,0,0,1,62,"BE",7,1,4,16187920,0
"73",0,0,1,0,0,1,0,0,0,0,0,0,2,58,"BE",7,2,13,16179674,2
"74",0,0,0,1,0,0,0,0,0,0,0,0,1,24,"BE",5,2,8,16190296,1
"75",0,1,0,0,0,0,0,0,0,0,0,0,1,19,"BE",10,3,8,16177092,1
"76",1,1,1,0,0,0,0,0,0,0,0,0,2,83,"BE",NA,1,4,16184644,3
"77",0,0,0,0,0,0,0,0,0,1,0,0,2,61,"BE",5,1,13,16177958,0
"78",0,0,0,0,0,0,0,0,0,1,0,0,2,64,"BE",1,3,4,16177137,0
"79",0,0,0,0,0,0,0,0,0,1,0,0,2,48,"BE",5,2,12,16177024,0
"80",0,0,0,0,0,0,0,0,0,1,0,0,2,44,"BE",NA,1,13,16186123,0
"81",0,0,0,0,1,0,0,1,0,0,0,0,1,22,"BE",5,1,2,16184569,2
"82",0,1,0,0,0,0,0,0,0,0,0,0,1,20,"BE",6,1,17,16187429,1
"83",0,0,0,1,0,0,0,0,0,0,0,0,2,71,"BE",2,1,4,16177953,1
"84",0,0,0,0,0,0,0,0,0,1,0,0,2,23,"BE",4,1,2,16192644,0
"85",0,0,0,0,0,0,0,0,0,1,0,0,2,33,"BE",5,1,7,16180339,0
"86",0,0,0,1,0,0,0,0,0,0,0,0,2,44,"BE",5,1,4,16190336,1
"87",0,0,0,0,0,0,0,0,0,1,0,0,1,63,"BE",3,1,3,16178368,0
"88",1,1,0,0,1,1,0,0,0,0,0,0,2,92,"BE",5,2,4,16184646,4
"89",0,0,0,0,0,0,0,0,0,1,0,0,2,53,"BE",3,1,14,16186119,0
"90",0,1,0,0,0,0,1,0,0,0,0,0,2,19,"BE",NA,2,2,16179663,2
"91",0,0,0,0,0,0,0,0,0,1,0,0,1,72,"BE",4,1,4,16187726,0
"92",0,0,0,0,0,0,0,0,0,1,0,0,1,54,"BE",8,1,5,16188387,0
"93",1,1,0,0,1,0,0,1,0,0,0,0,2,83,"BE",1,1,4,16184577,4
"94",0,0,0,0,0,0,0,0,0,1,0,0,2,75,"BE",5,1,4,16187228,0
"95",0,0,0,1,0,0,1,0,0,0,0,0,1,78,"BE",5,1,4,16187434,2
"96",0,0,0,0,0,0,0,0,0,1,0,0,2,29,"BE",7,1,14,16180344,0
"97",0,0,1,0,0,1,1,0,0,0,0,0,2,61,"BE",6,2,1,16179640,3
"98",0,0,0,0,0,0,0,0,0,1,0,0,2,74,"BE",5,1,4,16188226,0
"99",0,0,0,0,0,0,0,0,0,1,0,0,2,81,"BE",7,1,4,16191670,0
"100",0,0,0,0,0,0,0,0,0,1,0,0,2,33,"BE",5,1,17,16191876,0
"101",0,0,0,1,0,0,1,0,0,0,0,0,1,45,"BE",NA,1,12,16184566,2
"102",1,1,0,1,0,1,0,0,0,0,0,0,2,70,"BE",10,2,4,16184665,4
"103",0,0,0,0,0,0,0,0,0,1,0,0,1,90,"BE",5,1,4,16180166,0
"104",0,1,0,0,1,1,0,0,0,0,0,0,1,75,"BE",5,1,4,16187433,3
"105",0,0,0,0,0,0,0,0,0,1,0,0,1,53,"BE",6,1,17,16187743,0
"106",0,0,1,0,0,0,0,0,0,0,0,0,2,16,"BE",5,1,2,16184664,1
"107",0,1,1,0,0,1,1,1,1,0,0,0,1,26,"BE",5,2,2,16193530,6
"108",0,1,0,0,1,0,0,0,0,0,0,0,1,43,"BE",4,2,17,16179643,2
"109",0,0,0,0,0,0,0,0,0,1,0,0,2,51,"BE",7,1,15,16190064,0
"110",0,0,0,0,0,0,0,0,0,1,0,0,1,38,"BE",5,1,13,16187739,0
"111",0,0,1,1,1,1,1,0,0,0,0,0,1,71,"BE",10,2,4,16194530,5
"112",0,0,0,0,0,0,0,1,0,0,0,0,1,31,"BE",6,1,3,16193849,1
"113",0,0,0,1,0,0,1,0,0,0,0,0,1,68,"BE",NA,2,4,16177445,2
"114",0,0,0,0,1,1,1,0,0,0,0,0,1,82,"BE",5,2,4,16179648,3
"115",0,1,0,1,0,0,0,0,0,0,0,0,2,77,"BE",6,1,4,16187736,2
"116",0,0,0,0,0,0,0,0,0,1,0,0,2,78,"BE",5,2,4,16194978,0
"117",1,0,0,0,0,0,0,0,0,0,0,0,2,50,"BE",6,1,17,16187425,1
"118",0,0,0,0,0,0,0,0,0,1,0,0,2,78,"BE",NA,1,4,16188384,0
"119",0,0,0,0,0,0,0,0,0,1,0,0,2,67,"BE",7,1,4,16180161,0
"120",0,0,0,0,0,0,0,0,0,1,0,0,2,40,"BE",7,2,13,16177126,0
"121",0,1,1,1,0,1,0,1,0,0,0,0,1,72,"BE",7,1,4,16194127,5
"122",0,0,0,0,0,0,0,0,0,1,0,0,1,76,"BE",6,2,4,16187716,0
"123",0,0,0,0,0,0,0,0,0,1,0,0,1,40,"BE",6,1,3,16187426,0
"124",1,1,1,1,1,1,1,1,1,0,0,0,1,68,"BE",4,1,4,16185707,9
"125",0,0,1,0,1,0,0,0,0,0,0,0,2,69,"BE",7,1,4,16190129,2
"126",0,0,1,1,0,1,1,0,1,0,0,0,1,55,"BE",3,3,15,16177136,5
"127",0,0,1,0,0,0,0,0,0,0,0,0,1,65,"BE",NA,1,4,16188233,1
"128",0,1,0,0,1,0,0,1,0,0,0,0,2,61,"BE",5,2,13,16179479,3
"129",0,0,0,0,0,0,0,0,0,1,0,0,2,37,"BE",6,1,17,16187722,0
"130",0,0,0,0,0,0,0,0,0,1,0,0,2,53,"BE",1,2,8,16178554,0
"131",0,0,0,0,0,0,0,0,0,1,0,0,2,28,"BE",6,1,17,16187398,0
"132",1,0,0,0,0,0,1,0,0,0,0,0,2,57,"BE",6,1,15,16185721,2
"133",0,0,0,0,0,0,0,0,0,1,0,0,1,34,"BE",5,2,17,16190571,0
"134",0,0,0,0,0,0,0,0,0,1,0,0,2,44,"BE",10,3,18,16184801,0
"135",0,0,0,0,0,0,0,0,0,1,0,0,2,47,"BE",7,2,13,16179484,0
"136",0,0,0,0,0,0,0,0,0,1,0,0,1,69,"BE",7,1,4,16188242,0
"137",0,0,0,0,0,0,0,0,0,1,0,0,2,61,"BE",1,2,4,16178538,0
"138",0,0,0,0,0,0,0,0,0,1,0,0,1,31,"BE",5,1,12,16187708,0
"139",0,0,0,0,0,0,0,0,0,1,0,0,1,40,"BE",1,2,13,16194973,0
"140",0,0,0,0,0,0,0,0,0,1,0,0,1,50,"BE",6,2,17,16179487,0
"141",0,0,0,1,0,0,0,1,0,0,0,0,2,73,"BE",5,2,4,16177127,2
"142",0,0,0,0,0,0,0,0,0,1,0,0,2,64,"BE",5,1,4,16179186,0
"143",0,0,0,0,0,0,0,0,0,1,0,0,2,22,"BE",5,2,3,16178561,0
"144",0,0,0,0,0,0,0,0,0,1,0,0,1,47,"BE",6,2,15,16179498,0
"145",1,1,1,1,1,1,1,1,1,0,0,0,2,62,"BE",6,3,4,16190113,9
"146",0,0,0,1,0,0,0,0,0,0,0,0,2,32,"BE",2,3,13,16177087,1
"147",0,0,0,0,0,0,0,0,0,1,0,0,1,24,"BE",5,1,17,16188229,0
"148",0,0,0,0,0,0,0,0,0,1,0,0,2,73,"BE",5,2,4,16191061,0
"149",0,0,0,0,0,0,0,0,0,1,0,0,2,52,"BE",5,1,4,16186104,0
"150",0,0,0,0,0,0,0,0,0,1,0,0,1,38,"BE",6,2,13,16178525,0
"151",0,0,0,0,0,0,0,0,0,1,0,0,2,62,"BE",5,1,4,16179180,0
"152",0,0,0,0,0,0,0,0,0,1,0,0,2,29,"BE",1,1,12,16194344,0
"153",0,1,0,0,1,0,1,0,0,0,0,0,1,45,"BE",6,2,16,16179505,3
"154",0,0,0,0,0,0,0,0,0,1,0,0,2,60,"BE",NA,1,4,16184579,0
"155",0,0,0,0,0,0,0,0,0,1,0,0,1,19,"BE",5,1,2,16188403,0
"156",0,0,0,0,0,0,0,0,0,1,0,0,2,43,"BE",4,1,13,16187897,0
"157",0,0,0,0,0,1,0,0,0,0,0,0,2,76,"BE",6,1,4,16187397,1
"158",0,0,0,0,0,0,0,0,0,1,0,0,1,49,"BE",6,1,12,16186106,0
"159",0,0,0,0,0,0,0,0,0,1,0,0,1,62,"BE",5,3,3,16184771,0
"160",0,0,0,0,0,0,0,0,0,1,0,0,2,46,"BE",NA,1,1,16190031,0
"161",0,0,0,0,0,0,0,0,0,1,0,0,1,36,"BE",4,2,17,16179489,0
"162",0,0,0,0,0,0,0,0,0,1,0,0,2,65,"BE",6,1,4,16187402,0
"163",0,0,0,0,0,0,0,0,0,1,0,0,1,73,"BE",8,1,4,16188391,0
"164",0,0,0,0,0,0,0,0,0,1,0,0,2,44,"BE",7,2,13,16190174,0
"165",0,1,1,0,1,0,0,0,0,0,0,0,2,53,"BE",6,1,3,16184580,3
"166",0,1,0,0,0,0,1,0,0,0,0,0,2,54,"BE",4,2,14,16187891,2
"167",0,0,0,0,0,0,0,0,0,1,0,0,2,45,"BE",6,2,8,16178537,0
"168",0,0,0,0,0,0,0,0,0,1,0,0,1,22,"BE",6,1,17,16182592,0
"169",0,1,0,0,0,0,0,0,0,0,0,0,1,18,"BE",1,2,2,16188023,1
"170",0,1,0,1,0,0,0,0,0,0,0,0,1,81,"BE",4,2,4,16179493,2
"171",1,0,1,1,1,1,1,0,0,0,0,0,2,66,"BE",NA,2,4,16190348,6
"172",0,0,0,0,0,0,0,0,0,1,0,0,2,59,"BE",5,1,4,16179228,0
"173",0,0,0,0,0,0,1,0,0,0,0,0,1,18,"BE",2,1,2,16188021,1
"174",0,0,0,0,0,0,0,0,0,1,0,0,1,21,"BE",5,2,15,16178544,0
"175",1,0,0,0,0,0,1,0,0,0,0,0,1,74,"BE",5,1,4,16190624,2
"176",0,1,1,0,1,0,0,0,0,0,0,0,2,57,"BE",5,1,13,16184686,3
"177",0,1,0,1,0,0,1,1,0,0,0,0,2,54,"BE",5,2,14,16179510,4
"178",0,0,0,0,0,0,0,0,0,1,0,0,1,36,"BE",5,1,8,16194804,0
"179",0,1,1,0,0,0,0,0,0,0,0,0,1,76,"BE",7,1,4,16187705,2
"180",0,0,0,0,0,0,0,0,0,1,0,0,2,58,"BE",5,1,4,16179179,0
"181",0,0,0,0,0,0,0,0,0,1,0,0,2,81,"BE",6,1,4,16187704,0
"182",0,1,0,0,0,1,0,1,0,0,0,0,2,52,"BE",7,2,13,16179514,3
"183",0,0,1,0,0,0,0,1,1,0,0,0,2,18,"BE",6,2,2,16190210,3
"184",0,1,0,0,1,0,1,0,0,0,0,0,1,49,"BE",4,2,16,16179501,3
"185",0,0,0,0,0,0,0,0,0,1,0,0,2,46,"BE",5,2,3,16190190,0
"186",0,1,0,0,1,0,0,1,0,0,0,0,2,23,"BE",6,2,13,16179516,3
"187",0,0,0,0,1,1,0,0,0,0,0,0,2,27,"BE",1,3,13,16188022,2
"188",0,1,0,0,0,0,0,0,0,0,0,0,2,67,"BE",7,2,4,16186758,1
"189",1,1,0,1,0,1,1,0,0,0,0,0,2,66,"BE",4,2,4,16179496,5
"190",0,1,1,0,0,1,0,0,0,0,0,0,1,30,"BE",1,2,17,16188004,3
"191",1,1,0,0,1,0,0,0,0,0,0,0,2,34,"BE",8,1,7,16177430,3
"192",0,0,0,0,0,0,0,0,0,1,0,0,1,36,"BE",5,1,15,16181630,0
"193",0,1,0,0,1,0,1,0,0,0,0,0,1,40,"BE",3,3,17,16186389,3
"194",0,0,0,0,0,0,0,0,0,1,0,0,2,45,"BE",3,1,12,16190583,0
"195",0,1,0,0,0,1,1,0,0,0,0,0,1,65,"BE",4,3,4,16186385,3
"196",0,0,0,0,0,0,0,0,0,1,0,0,2,89,"BE",6,1,4,16190067,0
"197",0,0,0,0,0,0,0,0,0,1,0,0,1,72,"BE",5,2,4,16190755,0
"198",0,0,0,0,0,0,0,0,0,1,0,0,2,70,"BE",5,2,4,16179900,0
"199",0,1,0,1,1,0,1,0,0,0,0,0,1,73,"BE",5,3,4,16186382,4
"200",0,0,0,0,0,0,0,0,0,1,0,0,1,70,"BE",5,1,4,16191527,0
"201",0,0,1,0,0,1,1,0,0,0,0,0,2,57,"BE",4,3,1,16186380,3
"202",0,0,0,0,0,0,1,0,0,0,0,0,1,31,"BE",1,2,18,16178491,1
"203",0,0,0,0,0,0,0,0,0,1,0,0,2,60,"BE",NA,2,4,16177406,0
"204",0,0,0,0,0,0,0,0,0,1,0,0,1,51,"BE",10,1,11,16191850,0
"205",1,1,0,0,0,0,0,0,0,0,0,0,1,39,"BE",5,2,14,16186743,2
"206",0,0,0,0,0,0,0,0,0,1,0,0,1,68,"BE",7,2,4,16180241,0
"207",0,0,0,0,0,1,0,0,1,0,0,0,1,62,"BE",8,2,8,16180238,2
"208",0,0,0,0,0,0,0,0,0,1,0,0,1,69,"BE",8,2,4,16180244,0
"209",1,1,1,1,1,0,1,0,1,0,0,0,2,32,"BE",10,1,4,16190054,7
"210",0,0,0,0,0,0,0,0,0,0,0,1,1,31,"BE",7,1,14,16186760,0
"211",0,1,1,1,0,0,1,0,0,0,0,0,1,51,"BE",6,3,14,16186376,4
"212",0,0,0,0,0,0,0,0,0,1,0,0,2,41,"BE",6,1,4,16193109,0
"213",0,0,0,0,0,0,0,0,0,1,0,0,2,74,"BE",NA,1,4,16187957,0
"214",1,0,0,0,0,1,0,1,0,0,0,0,1,76,"BE",2,1,4,16185909,3
"215",0,1,0,0,1,0,0,0,0,0,0,0,1,76,"BE",8,3,4,16180239,2
"216",0,0,0,0,0,0,0,0,0,1,0,0,1,64,"BE",3,1,4,16186084,0
"217",1,1,0,0,0,1,0,1,0,0,0,0,2,55,"BE",1,2,1,16184478,4
"218",0,0,0,0,0,0,0,0,0,1,0,0,2,45,"BE",NA,1,3,16192536,0
"219",0,1,0,1,0,0,0,0,0,0,0,0,2,72,"BE",5,1,4,16185889,2
"220",0,0,0,0,0,0,0,0,0,1,0,0,1,35,"BE",NA,1,8,16181633,0
"221",0,0,0,0,0,0,1,0,0,0,0,0,1,69,"BE",4,3,4,16186392,1
"222",0,0,0,0,0,0,0,0,0,1,0,0,2,57,"BE",5,1,4,16187212,0
"223",0,0,0,0,0,0,0,0,0,1,0,0,2,38,"BE",NA,2,3,16178713,0
"224",0,0,0,0,0,0,0,0,0,1,0,0,1,49,"BE",7,1,14,16187955,0
"225",0,1,0,0,0,1,0,1,0,0,0,0,2,63,"BE",1,2,4,16184992,3
"226",0,0,0,0,0,0,0,0,0,1,0,0,2,62,"BE",5,2,4,16191407,0
"227",0,0,0,0,0,0,0,0,0,1,0,0,2,46,"BE",5,1,9,16190352,0
"228",0,0,0,0,0,0,1,0,0,0,0,0,2,24,"BE",4,3,2,16177031,1
"229",0,0,0,0,0,0,0,0,0,1,0,0,2,52,"BE",7,3,15,16181224,0
"230",0,0,1,1,0,0,1,0,0,0,0,0,2,68,"BE",6,2,4,16177123,3
"231",0,0,0,0,0,0,0,0,0,0,0,1,2,70,"BE",NA,2,4,16186984,0
"232",0,0,0,0,0,0,0,0,0,1,0,0,2,80,"BE",8,1,4,16181638,0
"233",0,0,0,0,0,0,0,0,0,1,0,0,2,44,"BE",4,2,15,16192929,0
"234",0,0,0,0,0,0,0,0,0,1,0,0,2,39,"BE",5,2,8,16180247,0
"235",0,0,0,0,0,0,0,1,0,0,0,0,1,43,"BE",4,3,13,16177096,1
"236",1,0,0,0,0,0,0,0,0,0,0,0,1,72,"BE",1,2,4,16193267,1
"237",0,0,0,0,0,0,0,0,0,1,0,0,2,67,"BE",5,1,4,16185738,0
"238",0,0,0,0,0,0,0,0,0,1,0,0,2,68,"BE",10,1,4,16186985,0
"239",0,0,0,0,0,0,0,0,0,1,0,0,1,21,"BE",4,1,17,16190201,0
"240",0,0,0,0,0,0,0,0,0,1,0,0,2,67,"BE",5,1,4,16179231,0
"241",0,0,0,0,0,0,0,0,0,1,0,0,1,48,"BE",6,1,17,16187954,0
"242",0,1,1,0,0,1,1,0,0,0,0,0,1,80,"BE",7,1,4,16184177,4
"243",0,0,1,0,0,1,1,0,0,0,0,0,1,46,"BE",6,3,17,16186372,3
"244",0,0,0,0,0,0,0,0,0,1,0,0,2,48,"BE",5,3,4,16190033,0
"245",0,0,0,0,0,0,0,0,0,1,0,0,1,25,"BE",6,3,15,16181228,0
"246",1,1,0,1,0,1,0,1,0,0,0,0,2,94,"BE",6,2,1,16184480,5
"247",0,0,0,0,0,0,0,0,0,0,0,1,1,66,"BE",1,1,4,16185923,0
"248",0,0,0,0,0,0,0,0,0,1,0,0,1,59,"BE",4,1,4,16190733,0
"249",0,0,0,0,0,0,0,0,0,1,0,0,2,68,"BE",NA,1,1,16177731,0
"250",0,0,0,0,0,0,1,0,1,0,0,0,1,65,"BE",5,2,4,16193419,2
"251",1,1,1,1,0,1,0,0,0,0,0,0,1,37,"BE",6,2,12,16184477,5
"252",0,0,0,0,0,0,0,0,0,1,0,0,2,42,"BE",4,3,15,16181230,0
"253",0,0,0,0,0,0,0,0,0,1,0,0,2,24,"BE",NA,2,1,16184968,0
"254",0,0,0,0,0,0,0,0,0,1,0,0,2,80,"BE",8,1,4,16179197,0
"255",0,0,0,0,0,0,0,0,0,1,0,0,2,42,"BE",3,1,11,16182531,0
"256",0,0,0,0,0,0,0,0,0,1,0,0,2,63,"BE",5,3,13,16193884,0
"257",1,1,0,0,0,1,1,0,0,0,0,0,2,51,"BE",10,2,15,16180487,4
"258",0,0,0,0,0,0,0,0,0,1,0,0,2,78,"BE",6,1,4,16187972,0
"259",0,0,0,0,1,0,0,0,0,0,0,0,2,46,"BE",NA,1,15,16187207,1
"260",0,0,1,0,0,0,1,0,0,0,0,0,1,62,"BE",7,3,17,16177028,2
"261",0,0,0,0,0,0,0,0,0,1,0,0,2,42,"BE",NA,1,15,16185900,0
"262",1,0,0,0,1,0,1,0,0,0,0,0,2,49,"BE",3,3,3,16186369,3
"263",0,0,0,0,0,0,0,0,0,1,0,0,1,66,"BE",6,1,4,16179185,0
"264",0,0,0,0,1,0,0,0,0,0,0,0,2,78,"BE",NA,NA,4,16191537,1
"265",1,1,0,0,1,0,1,0,0,0,0,0,2,66,"BE",5,2,4,16180485,4
"266",1,0,0,1,0,1,0,0,0,0,0,0,1,57,"BE",3,1,3,16185891,3
"267",0,0,0,0,0,0,0,0,0,1,0,0,1,64,"BE",4,1,4,16187971,0
"268",0,0,0,0,0,0,0,0,0,1,0,0,1,47,"BE",7,1,12,16190169,0
"269",0,0,0,0,0,0,0,0,0,1,0,0,2,69,"BE",5,2,4,16180002,0
"270",0,0,0,0,0,0,0,0,0,1,0,0,1,25,"BE",5,3,15,16181232,0
"271",0,0,0,0,0,0,0,0,0,1,0,0,1,41,"BE",6,2,11,16192320,0
"272",0,0,0,0,0,0,0,0,0,1,0,0,1,56,"BE",5,1,4,16182595,0
"273",0,0,0,0,0,0,0,0,0,1,0,0,1,39,"BE",5,1,13,16185727,0
"274",0,0,0,0,1,0,0,0,0,0,0,0,1,67,"BE",NA,3,4,16179525,1
"275",0,0,0,0,0,0,0,0,0,1,0,0,2,86,"BE",8,2,4,16183933,0
"276",0,0,0,0,0,0,0,0,0,1,0,0,2,82,"BE",5,1,4,16181640,0
"277",0,0,0,0,0,0,0,0,0,1,0,0,2,56,"BE",3,2,15,16178700,0
"278",0,0,0,0,0,0,0,0,0,1,0,0,1,47,"BE",NA,1,17,16190651,0
"279",0,0,0,0,0,0,0,0,0,1,0,0,1,26,"BE",5,3,13,16186365,0
"280",1,1,0,0,1,0,0,0,0,0,0,0,1,62,"BE",4,2,4,16184958,3
"281",1,0,0,0,1,0,0,0,0,0,0,0,2,91,"BE",3,2,4,16177709,2
"282",0,1,0,0,1,0,0,1,1,0,0,0,1,78,"BE",2,1,4,16194314,4
"283",0,0,0,0,0,0,0,0,0,1,0,0,2,70,"BE",4,2,4,16180007,0
"284",0,0,0,1,0,0,0,0,0,0,0,0,1,39,"BE",4,3,15,16181379,1
"285",0,0,0,0,0,0,0,0,0,1,0,0,2,34,"BE",6,1,13,16187960,0
"286",0,0,0,0,0,0,0,0,0,1,0,0,2,20,"BE",3,1,2,16185894,0
"287",0,0,0,0,0,0,0,0,0,1,0,0,2,75,"BE",5,2,4,16190137,0
"288",0,0,0,0,0,0,0,0,0,1,0,0,2,85,"BE",NA,2,4,16181641,0
"289",0,0,0,0,0,0,0,0,0,1,0,0,2,54,"BE",3,3,14,16177129,0
"290",0,0,0,0,0,0,0,0,0,1,0,0,1,34,"BE",3,2,12,16190902,0
"291",1,0,0,0,0,0,0,0,0,0,0,0,2,71,"BE",NA,3,4,16190555,1
"292",0,0,0,0,0,0,0,0,0,1,0,0,2,37,"BE",7,2,17,16183929,0
"293",0,0,1,1,0,1,1,0,0,0,0,0,1,49,"BE",4,1,16,16184179,4
"294",0,0,0,0,0,0,0,0,0,1,0,0,1,38,"BE",8,1,16,16192717,0
