"","uniqid","at_sexviol","gender","age","politics","urban","occupation","region"
"17804",330001710,0,2,52,4,1,13,"Western"
"17805",330001712,0,1,58,5,2,17,"Western"
"17806",330001713,0,2,17,6,2,2,"Western"
"17807",330001715,0,2,32,6,2,13,"Western"
"17808",330001716,0,2,40,NA,1,13,"Western"
"17809",330001717,1,2,37,4,2,1,"Western"
"17810",330001718,0,2,56,10,2,9,"Western"
"17811",330001719,0,2,70,4,3,4,"Western"
"17812",330001720,0,2,82,9,3,4,"Western"
"17813",330001730,1,1,51,6,3,15,"Western"
"17814",330001731,0,1,55,5,3,9,"Western"
"17815",330001732,0,2,26,NA,3,12,"Western"
"17816",330001734,0,2,32,7,3,3,"Western"
"17817",330001735,2,1,73,6,3,4,"Western"
"17818",330001745,3,2,31,5,1,3,"Western"
"17819",330001746,0,1,52,4,3,8,"Western"
"17820",330001747,2,2,46,NA,3,1,"Western"
"17821",330001751,3,1,29,NA,3,17,"Western"
"17822",330001753,0,1,25,5,2,14,"Western"
"17823",330001754,0,2,66,5,1,4,"Western"
"17824",330001755,0,2,75,NA,1,4,"Western"
"17825",330001756,0,1,58,NA,2,13,"Western"
"17826",330001757,0,2,45,NA,1,13,"Western"
"17827",330001758,0,1,30,NA,2,13,"Western"
"17828",330001759,0,2,56,6,2,1,"Western"
"17829",330001760,0,2,40,5,1,1,"Western"
"17830",330001763,6,2,62,6,3,4,"Western"
"17831",330001767,0,2,39,5,2,12,"Western"
"17832",330001769,NA,1,54,5,2,13,"Western"
"17833",330001770,0,1,32,5,1,14,"Western"
"17834",330001773,0,2,61,3,1,15,"Western"
"17835",330001774,1,1,53,5,1,8,"Western"
"17836",330001775,0,2,45,4,1,15,"Western"
"17837",330001776,4,2,23,5,3,13,"Western"
"17838",330001777,2,1,62,8,1,14,"Western"
"17839",330001778,0,2,58,NA,1,4,"Western"
"17840",330001780,NA,2,34,NA,2,1,"Western"
"17841",330001786,0,2,63,NA,2,4,"Western"
"17842",330001792,0,2,24,NA,3,13,"Western"
"17843",330001794,0,2,60,10,3,13,"Western"
"17844",330001795,NA,2,49,1,3,12,"Western"
"17845",330001797,3,1,55,NA,3,14,"Western"
"17846",330001802,1,1,52,5,3,17,"Western"
"17847",330001805,1,2,66,5,3,4,"Western"
"17848",330001806,1,2,58,NA,2,4,"Western"
"17849",330001816,0,2,43,8,1,15,"Western"
"17850",330001818,0,2,38,3,1,13,"Western"
"17851",330001820,1,2,53,NA,1,4,"Western"
"17852",330001821,1,1,75,5,2,4,"Western"
"17853",330001823,3,2,48,5,2,13,"Western"
"17854",330001826,1,2,72,6,2,4,"Western"
"17855",330001829,0,2,43,4,2,17,"Western"
"17856",330001830,1,2,21,5,2,2,"Western"
"17857",330001831,3,1,58,2,2,17,"Western"
"17858",330001832,0,2,41,5,2,12,"Western"
"17859",330001833,0,1,40,NA,2,13,"Western"
"17860",330001834,0,2,25,NA,2,3,"Western"
"17861",330001837,0,2,75,5,3,4,"Western"
"17862",330001841,0,1,33,5,3,17,"Western"
"17863",330001843,0,2,44,4,2,18,"Western"
"17864",330001845,0,2,76,3,3,4,"Western"
"17865",330001846,0,1,66,5,2,15,"Western"
"17866",330001847,2,1,27,3,2,3,"Western"
"17867",330001848,1,2,64,1,2,4,"Western"
"17868",330001849,5,1,52,10,2,14,"Western"
"17869",330001850,0,1,17,NA,2,2,"Western"
"17870",330001858,0,2,76,3,2,4,"Western"
"17871",330001859,0,2,60,4,2,4,"Western"
"17872",330001861,0,1,42,6,2,17,"Western"
"17873",330001868,2,2,58,10,1,15,"Western"
"17874",330001869,1,2,64,5,1,4,"Western"
"17875",330001871,1,2,55,1,1,16,"Western"
"17876",330001872,2,1,45,10,1,14,"Western"
"17877",330001876,1,2,29,1,1,12,"Western"
"17878",330001881,0,1,54,5,2,14,"Western"
"17879",330001882,1,1,59,4,2,13,"Western"
"17880",330001886,1,2,40,3,2,13,"Western"
"17881",330001887,3,1,42,7,2,14,"Western"
"17882",330001888,0,2,49,7,2,15,"Western"
"17883",330001890,0,1,77,3,2,4,"Western"
"17884",330001893,0,1,36,8,2,12,"Western"
"17885",330001897,0,1,19,6,2,2,"Western"
"17886",330001899,0,2,65,5,1,4,"Western"
"17887",330001900,0,2,49,6,1,8,"Western"
"17888",330001901,4,1,29,7,3,12,"Western"
"17889",330001902,3,2,29,3,2,1,"Western"
"17890",330001905,0,2,55,NA,3,13,"Western"
"17891",330001906,1,2,33,6,3,3,"Western"
"17892",330001907,0,1,49,4,3,8,"Western"
"17893",330001911,0,2,72,5,3,4,"Western"
"17894",330001913,0,2,26,5,3,1,"Western"
"17895",330001917,0,1,21,7,3,2,"Western"
"17896",330001922,1,2,18,NA,3,1,"Western"
"17897",330001926,1,1,37,8,3,8,"Western"
"17898",330001932,0,1,48,10,1,4,"Western"
"17899",330001937,0,1,62,5,1,4,"Western"
"17900",330001938,1,2,72,7,1,4,"Western"
"17901",330001939,0,2,70,3,1,4,"Western"
"17902",330001940,0,2,50,5,2,13,"Western"
"17903",330001941,0,1,35,3,1,13,"Western"
"17904",330001942,0,2,54,3,2,13,"Western"
"17905",330001943,0,2,47,NA,2,13,"Western"
"17906",330001944,3,1,58,4,1,12,"Western"
"17907",330001946,5,2,38,NA,1,9,"Western"
"17908",330001948,3,1,40,4,1,12,"Western"
"17909",330001949,1,1,57,NA,1,14,"Western"
"17910",330001950,2,1,62,NA,1,17,"Western"
"17911",330001951,0,2,40,2,2,13,"Western"
"17912",330001952,4,1,55,10,2,13,"Western"
"17913",330001953,0,2,71,5,2,4,"Western"
"17914",330001956,0,2,24,NA,2,13,"Western"
"17915",330001957,0,1,27,7,2,14,"Western"
"17916",330001958,3,1,70,2,2,4,"Western"
"17917",330001962,0,2,65,8,2,4,"Western"
"17918",330001966,0,2,68,NA,2,4,"Western"
"17919",330001971,0,2,75,5,2,4,"Western"
"17920",330001975,0,2,54,5,2,12,"Western"
"17921",330001979,0,2,41,2,2,17,"Western"
"17922",330001980,0,2,20,NA,2,2,"Western"
"17923",330001981,0,2,52,5,2,13,"Western"
"17924",330001985,0,2,26,5,2,12,"Western"
"17925",330001988,2,1,18,5,2,3,"Western"
"17926",330002002,0,2,32,5,2,13,"Western"
"17927",330002003,0,2,34,7,2,17,"Western"
"17928",330002005,4,1,51,5,1,15,"Western"
"17929",330002007,0,1,58,5,1,4,"Western"
"17930",330002009,0,2,41,9,3,9,"Western"
"17931",330002011,0,1,46,NA,3,17,"Western"
"17932",330002012,NA,2,21,NA,3,2,"Western"
"17933",330002014,1,2,21,7,3,2,"Western"
"17934",330002018,0,2,47,6,1,15,"Western"
"17935",330002019,0,1,35,7,1,9,"Western"
"17936",330002020,0,1,64,5,1,17,"Western"
"17937",330002021,0,1,18,9,3,2,"Western"
"17938",330002033,0,1,58,7,3,14,"Western"
"17939",330002035,0,2,38,7,2,13,"Western"
"17940",330002036,0,2,68,4,2,4,"Western"
"17941",330002037,0,1,34,7,2,13,"Western"
"17942",330002038,0,1,69,3,2,4,"Western"
"17943",330002042,1,1,29,5,2,18,"Western"
"17944",330002043,6,2,35,7,3,13,"Western"
"17945",330002044,3,2,41,7,3,13,"Western"
"17946",330002054,3,2,39,NA,3,3,"Western"
"17947",330002055,0,1,44,NA,2,12,"Western"
"17948",330002056,1,1,55,NA,2,12,"Western"
"17949",330002057,0,2,55,5,2,13,"Western"
"17950",330002058,0,1,45,5,1,17,"Western"
"17951",330002060,1,1,66,5,1,4,"Western"
"17952",330002063,NA,2,65,10,3,4,"Western"
"17953",330002066,0,2,55,10,3,13,"Western"
"17954",330002069,1,1,49,3,3,13,"Western"
"17955",330002074,2,1,84,1,2,4,"Western"
"17956",330002075,0,1,39,6,2,14,"Western"
"17957",330002082,2,2,40,6,3,12,"Western"
"17958",330002084,2,2,37,5,3,13,"Western"
"17959",330002086,0,1,66,3,3,4,"Western"
"17960",330002087,1,1,61,2,3,4,"Western"
"17961",330002088,1,1,25,5,3,17,"Western"
"17962",330002092,1,2,22,6,3,2,"Western"
"17963",330002097,0,2,53,3,2,18,"Western"
"17964",330002098,3,2,50,1,2,3,"Western"
"17965",330002102,3,1,39,3,2,13,"Western"
"17966",330002106,4,2,59,4,2,4,"Western"
"17967",330002109,1,2,20,NA,2,3,"Western"
"17968",330002113,NA,1,63,NA,1,4,"Western"
"17969",330002115,NA,2,30,NA,1,1,"Western"
"17970",330002119,2,2,55,5,1,4,"Western"
"17971",330002120,1,1,18,NA,2,2,"Western"
"17972",330002121,0,2,26,NA,2,4,"Western"
"17973",330002122,0,2,38,2,1,13,"Western"
"17974",330002123,0,1,20,5,2,9,"Western"
"17975",330002131,0,1,72,3,2,4,"Western"
"17976",330002132,0,2,80,3,2,4,"Western"
"17977",330002133,1,2,80,3,2,4,"Western"
"17978",330002134,0,2,30,NA,2,12,"Western"
"17979",330002153,1,2,35,8,2,1,"Western"
"17980",330002155,0,2,58,1,2,13,"Western"
"17981",330002156,0,2,60,3,2,18,"Western"
"17982",330002157,0,1,73,3,2,4,"Western"
"17983",330002158,0,1,59,1,2,4,"Western"
"17984",330002160,2,1,62,5,2,4,"Western"
"17985",330002186,1,1,25,10,2,3,"Western"
"17986",330002187,4,1,58,1,2,17,"Western"
"17987",330002188,2,2,47,10,2,15,"Western"
"17988",330002189,0,1,32,NA,2,17,"Western"
"17989",330002196,0,2,31,3,1,13,"Western"
"17990",330002197,0,2,48,5,1,8,"Western"
"17991",330002200,0,2,23,5,2,13,"Western"
"17992",330002203,0,1,55,1,2,4,"Western"
"17993",330002204,NA,2,56,1,2,13,"Western"
"17994",330002214,0,1,64,1,2,9,"Western"
"17995",330002219,0,2,38,7,2,8,"Western"
"17996",330002220,0,1,45,3,2,12,"Western"
"17997",330002221,0,1,50,8,2,12,"Western"
"17998",330002222,0,2,28,7,2,13,"Western"
"17999",330002223,2,1,65,9,2,4,"Western"
"18000",330002227,0,1,50,NA,2,8,"Western"
"18001",330002228,0,1,31,NA,3,13,"Western"
"18002",330002230,0,2,62,NA,2,8,"Western"
"18003",330002232,3,2,23,10,3,2,"Western"
"18004",330002233,2,1,23,10,3,2,"Western"
"18005",330002234,0,2,51,10,1,17,"Western"
"18006",330002235,0,2,65,10,1,4,"Western"
"18007",330002241,0,2,57,3,2,10,"Western"
"18008",330002247,2,1,20,6,2,17,"Western"
"18009",330002248,0,1,60,NA,2,13,"Western"
"18010",330002249,3,2,58,4,1,8,"Western"
"18011",330002252,0,1,43,4,1,12,"Western"
"18012",330002255,0,2,70,5,2,4,"Western"
"18013",330002256,0,1,65,NA,2,9,"Western"
"18014",330002257,0,2,44,10,2,8,"Western"
"18015",330002258,0,2,18,9,2,2,"Western"
"18016",330002261,3,2,17,NA,2,2,"Western"
"18017",330002264,0,2,38,8,2,8,"Western"
"18018",330002270,1,1,68,1,1,4,"Western"
"18019",330002274,3,2,68,5,1,4,"Western"
"18020",330002281,0,2,47,6,1,13,"Western"
"18021",330002282,1,1,28,5,1,13,"Western"
"18022",330002284,0,2,29,6,2,12,"Western"
"18023",330002285,0,1,33,6,2,14,"Western"
"18024",330002289,0,2,19,5,2,2,"Western"
"18025",330002293,0,2,83,1,2,4,"Western"
"18026",330002295,0,2,66,5,2,4,"Western"
"18027",330002296,0,2,46,NA,2,13,"Western"
"18028",330002297,3,2,71,NA,2,4,"Western"
"18029",330002300,0,2,27,5,2,4,"Western"
"18030",330002301,0,1,61,5,2,8,"Western"
"18031",330002303,0,2,52,5,2,14,"Western"
"18032",330002304,0,2,40,5,2,13,"Western"
"18033",330002305,NA,1,61,5,2,14,"Western"
"18034",330002315,2,1,16,1,3,2,"Western"
"18035",330002316,2,1,49,10,3,14,"Western"
"18036",330002317,1,2,67,10,3,4,"Western"
"18037",330002323,0,2,79,5,3,4,"Western"
"18038",330002324,4,2,28,5,1,13,"Western"
"18039",330002326,0,2,73,4,2,4,"Western"
"18040",330002327,1,2,47,6,2,13,"Western"
"18041",330002328,2,1,51,4,2,12,"Western"
"18042",330002331,0,1,50,NA,2,17,"Western"
"18043",330002332,2,2,69,4,2,4,"Western"
"18044",330002336,0,1,75,4,2,4,"Western"
"18045",330002337,2,1,62,5,2,4,"Western"
"18046",330002339,2,1,78,4,2,4,"Western"
"18047",330002341,0,2,55,5,2,13,"Western"
"18048",330002345,0,1,30,7,2,13,"Western"
"18049",330002350,1,2,69,5,1,4,"Western"
"18050",330002351,0,1,45,5,2,10,"Western"
"18051",330002353,2,1,29,5,2,10,"Western"
"18052",330002357,0,2,26,5,1,13,"Western"
"18053",330002360,0,2,33,3,1,12,"Western"
"18054",330002361,0,2,69,5,2,4,"Western"
"18055",330002362,1,2,77,NA,2,4,"Western"
"18056",330002363,4,1,47,4,2,13,"Western"
"18057",330002364,0,1,45,6,3,17,"Western"
"18058",330002366,0,2,38,5,3,10,"Western"
"18059",330002368,0,1,48,7,3,17,"Western"
"18060",330002369,0,2,18,5,3,2,"Western"
"18061",330002371,1,1,54,4,2,14,"Western"
"18062",330002372,1,1,34,5,2,13,"Western"
"18063",330002380,2,2,33,NA,3,13,"Western"
"18064",330002382,0,1,47,7,2,13,"Western"
"18065",330002383,3,2,21,9,3,13,"Western"
"18066",330002384,3,2,26,NA,3,3,"Western"
"18067",330002385,2,1,53,5,2,8,"Western"
"18068",330002386,0,2,36,10,2,9,"Western"
"18069",330002400,0,1,62,1,3,13,"Western"
"18070",330002408,0,2,52,9,2,7,"Western"
"18071",330002416,3,1,38,NA,2,13,"Western"
"18072",330002418,3,2,75,3,2,4,"Western"
"18073",330002420,2,2,38,3,2,17,"Western"
"18074",330002421,0,2,65,5,1,4,"Western"
"18075",330002425,6,2,38,NA,1,12,"Western"
"18076",330002426,2,1,19,NA,1,2,"Western"
"18077",330002428,0,1,33,NA,3,13,"Western"
"18078",330002429,0,2,25,NA,3,13,"Western"
"18079",330002430,0,2,22,NA,3,13,"Western"
"18080",330002433,0,2,32,NA,3,14,"Western"
"18081",330002435,0,2,83,NA,2,4,"Western"
"18082",330002436,0,1,52,4,2,15,"Western"
"18083",330002439,0,1,60,3,3,8,"Western"
"18084",330002440,0,1,21,NA,3,2,"Western"
"18085",330002448,3,2,38,5,2,13,"Western"
"18086",330002450,2,2,62,5,2,4,"Western"
"18087",330002452,2,1,57,5,2,13,"Western"
"18088",330002453,4,2,19,5,2,2,"Western"
"18089",330002456,3,2,30,3,2,12,"Western"
"18090",330002457,0,2,38,5,2,1,"Western"
"18091",330002458,0,2,41,10,1,15,"Western"
"18092",330002460,0,2,61,10,1,4,"Western"
"18093",330002463,0,1,48,4,2,12,"Western"
"18094",330002465,0,2,78,3,2,4,"Western"
"18095",330002466,0,1,29,5,2,12,"Western"
"18096",330002470,0,2,25,2,2,3,"Western"
"18097",330002471,0,2,54,NA,3,13,"Western"
"18098",330002475,0,1,18,NA,3,2,"Western"
"18099",330002477,2,1,60,5,2,3,"Western"
"18100",330002479,0,2,65,1,3,3,"Western"
"18101",330002480,0,2,54,3,3,1,"Western"
"18102",330002482,2,2,49,1,3,3,"Western"
"18103",330002483,0,1,26,4,3,13,"Western"
"18104",330002488,3,2,43,10,2,13,"Western"
"18105",330002489,3,1,37,10,2,8,"Western"
"18106",330002520,1,1,44,1,1,14,"Western"
"18107",330002521,0,2,17,NA,1,2,"Western"
"18108",330002523,2,1,41,10,1,12,"Western"
"18109",330002524,0,2,30,5,1,15,"Western"
"18110",330002526,0,2,27,6,1,13,"Western"
"18111",330002528,1,2,24,10,1,13,"Western"
"18112",330002531,0,2,20,NA,1,2,"Western"
"18113",330002534,1,1,37,7,3,10,"Western"
"18114",330002535,2,2,21,8,3,2,"Western"
"18115",330002537,1,1,21,NA,3,2,"Western"
"18116",330002540,0,1,18,NA,3,2,"Western"
"18117",330002541,0,1,45,6,3,17,"Western"
"18118",330002544,0,2,36,NA,3,1,"Western"
"18119",330002546,1,2,32,NA,3,13,"Western"
"18120",330002547,0,2,21,NA,3,13,"Western"
"18121",330002548,0,2,29,NA,3,13,"Western"
"18122",330002549,3,2,26,5,2,10,"Western"
"18123",330002574,5,2,45,8,3,13,"Western"
"18124",330002576,0,2,41,7,1,10,"Western"
"18125",330002581,0,2,31,5,1,17,"Western"
"18126",330002584,0,2,37,5,2,13,"Western"
"18127",330002588,0,1,19,9,2,2,"Western"
"18128",330002592,0,2,27,5,1,18,"Western"
"18129",330002594,0,2,49,6,1,3,"Western"
"18130",330002600,1,2,22,5,3,2,"Western"
"18131",330002601,0,1,69,8,3,9,"Western"
"18132",330002604,0,2,52,10,3,7,"Western"
"18133",330002607,0,1,57,2,2,14,"Western"
"18134",330002611,0,1,34,NA,2,8,"Western"
"18135",330002612,0,2,37,NA,2,9,"Western"
"18136",330002613,0,2,51,5,2,13,"Western"
"18137",330002615,5,2,21,5,1,2,"Western"
"18138",330002617,1,1,67,3,2,4,"Western"
"18139",330002620,0,1,54,1,2,17,"Western"
"18140",330002621,0,2,70,1,2,4,"Western"
"18141",330002624,0,2,43,8,2,10,"Western"
"18142",330002628,1,2,49,3,2,12,"Western"
"18143",330002629,0,2,26,3,2,8,"Western"
"18144",330002630,0,1,33,4,2,13,"Western"
"18145",330002632,0,2,66,3,2,4,"Western"
"18146",330002633,0,2,52,2,2,3,"Western"
"18147",330002634,1,1,71,1,2,4,"Western"
"18148",330002640,1,2,67,7,2,15,"Western"
"18149",330002641,0,2,66,2,2,9,"Western"
"18150",330002642,0,2,63,7,2,4,"Western"
"18151",330002643,0,2,44,NA,2,8,"Western"
"18152",330002646,0,2,45,5,1,8,"Western"
"18153",330002647,0,2,35,3,1,14,"Western"
"18154",330002653,0,1,59,4,1,8,"Western"
"18155",330002654,1,2,39,NA,1,15,"Western"
"18156",330002656,0,2,45,3,1,14,"Western"
"18157",330002658,1,1,58,7,1,17,"Western"
"18158",330002659,1,1,56,3,1,10,"Western"
"18159",330002660,0,1,35,5,1,8,"Western"
"18160",330002668,0,1,35,3,1,13,"Western"
"18161",330002669,0,2,69,3,1,4,"Western"
"18162",330002670,0,2,59,3,1,17,"Western"
"18163",330002671,0,1,36,5,1,13,"Western"
"18164",330002672,1,1,46,5,1,15,"Western"
"18165",330002673,0,1,44,NA,1,14,"Western"
"18166",330002674,0,1,56,3,2,7,"Western"
"18167",330002678,0,2,36,5,1,15,"Western"
"18168",330002679,0,2,26,8,1,12,"Western"
"18169",330002681,0,2,43,3,1,12,"Western"
"18170",330002682,0,2,40,9,3,10,"Western"
"18171",330002683,NA,2,53,8,2,15,"Western"
"18172",330002685,0,2,76,6,3,4,"Western"
"18173",330002695,0,2,32,3,3,3,"Western"
"18174",330002696,1,1,55,10,2,12,"Western"
"18175",330002697,1,2,49,10,2,14,"Western"
"18176",330002698,2,2,36,7,2,1,"Western"
"18177",330002701,1,1,52,9,2,14,"Western"
"18178",330002704,4,1,29,7,2,17,"Western"
"18179",330002706,2,2,46,5,2,12,"Western"
"18180",330002708,0,1,55,4,2,13,"Western"
"18181",330002711,0,1,55,5,2,13,"Western"
"18182",330002712,0,1,46,5,2,13,"Western"
"18183",330002714,0,2,44,8,2,13,"Western"
"18184",330002715,2,1,43,1,1,17,"Western"
"18185",330002716,2,1,51,1,1,17,"Western"
"18186",330002717,NA,1,33,5,1,13,"Western"
"18187",330002718,0,2,46,3,1,14,"Western"
"18188",330002719,0,1,65,3,1,4,"Western"
"18189",330002720,0,2,37,2,2,13,"Western"
"18190",330002729,1,1,38,6,2,11,"Western"
"18191",330002731,0,2,19,NA,2,2,"Western"
"18192",330002732,1,2,47,8,2,13,"Western"
"18193",330002733,8,1,28,4,3,13,"Western"
"18194",330002734,4,2,66,7,2,18,"Western"
"18195",330002786,3,2,32,5,3,13,"Western"
"18196",330002787,0,2,57,1,2,17,"Western"
"18197",330002790,0,2,85,2,1,4,"Western"
"18198",330002794,0,2,53,7,1,12,"Western"
"18199",330002796,0,1,60,3,1,8,"Western"
"18200",330002797,0,1,38,NA,1,11,"Western"
"18201",330002798,0,1,31,5,1,13,"Western"
"18202",330002799,0,1,37,NA,1,8,"Western"
"18203",340000009,NA,2,56,NA,1,3,"Eastern"
"18204",340000010,0,2,47,NA,1,4,"Eastern"
"18205",340000011,0,1,22,NA,1,18,"Eastern"
"18206",340000024,0,2,37,5,2,15,"Eastern"
"18207",340000032,0,2,17,7,2,2,"Eastern"
"18208",340000037,0,2,62,5,2,3,"Eastern"
"18209",340000042,0,2,43,6,2,12,"Eastern"
"18210",340000046,1,2,42,NA,2,18,"Eastern"
"18211",340000053,0,2,35,5,2,17,"Eastern"
"18212",340000062,0,2,55,9,2,12,"Eastern"
"18213",340000065,0,2,53,9,2,10,"Eastern"
"18214",340000066,0,2,23,NA,2,15,"Eastern"
"18215",340000070,0,1,42,NA,2,17,"Eastern"
"18216",340000075,1,1,61,4,3,4,"Eastern"
"18217",340000076,NA,1,72,7,3,4,"Eastern"
"18218",340000084,0,1,71,5,3,10,"Eastern"
"18219",340000088,2,1,78,3,3,14,"Eastern"
"18220",340000089,0,2,53,1,3,17,"Eastern"
"18221",340000090,0,2,45,NA,3,15,"Eastern"
"18222",340000092,0,1,39,7,3,17,"Eastern"
"18223",340000094,NA,1,52,NA,1,14,"Eastern"
"18224",340000098,0,2,29,NA,1,1,"Eastern"
"18225",340000101,0,2,89,NA,1,4,"Eastern"
"18226",340000102,0,2,58,NA,1,10,"Eastern"
"18227",340000103,3,2,44,NA,1,17,"Eastern"
"18228",340000106,2,2,60,NA,1,15,"Eastern"
"18229",340000109,2,2,57,5,2,12,"Eastern"
"18230",340000110,0,2,26,5,2,1,"Eastern"
"18231",340000111,0,2,31,6,2,10,"Eastern"
"18232",340000112,0,2,89,3,2,4,"Eastern"
"18233",340000113,0,2,79,6,2,4,"Eastern"
"18234",340000115,0,2,85,5,2,4,"Eastern"
"18235",340000116,0,2,19,5,2,1,"Eastern"
"18236",340000118,0,2,55,NA,2,9,"Eastern"
"18237",340000119,0,2,32,NA,2,17,"Eastern"
"18238",340000121,0,1,23,NA,2,17,"Eastern"
"18239",340000122,0,1,37,NA,2,17,"Eastern"
"18240",340000123,0,1,55,5,2,17,"Eastern"
"18241",340000130,0,1,15,NA,2,2,"Eastern"
"18242",340000131,0,1,34,9,1,11,"Eastern"
"18243",340000132,0,2,41,NA,1,18,"Eastern"
"18244",340000133,0,1,65,NA,1,4,"Eastern"
"18245",340000135,4,1,75,5,2,4,"Eastern"
"18246",340000137,0,2,34,4,2,12,"Eastern"
"18247",340000147,0,1,63,NA,2,14,"Eastern"
"18248",340000150,0,2,55,5,2,15,"Eastern"
"18249",340000158,0,2,58,NA,2,4,"Eastern"
"18250",340000163,0,2,44,8,1,9,"Eastern"
"18251",340000164,0,2,46,NA,1,17,"Eastern"
"18252",340000165,0,2,68,NA,1,9,"Eastern"
"18253",340000166,0,2,26,5,1,13,"Eastern"
"18254",340000169,NA,1,71,3,3,4,"Eastern"
"18255",340000175,0,2,61,5,3,4,"Eastern"
"18256",340000178,0,1,46,5,3,12,"Eastern"
"18257",340000181,0,2,65,NA,3,10,"Eastern"
"18258",340000187,0,2,38,NA,3,10,"Eastern"
"18259",340000217,0,2,18,5,3,2,"Eastern"
"18260",340000229,1,2,71,7,1,4,"Eastern"
"18261",340000235,0,1,18,5,1,2,"Eastern"
"18262",340000242,0,1,47,8,1,10,"Eastern"
"18263",340000257,0,2,59,7,1,4,"Eastern"
"18264",340000260,0,1,41,8,1,15,"Eastern"
"18265",340000268,NA,2,65,NA,1,4,"Eastern"
"18266",340000270,0,2,67,6,1,4,"Eastern"
"18267",340000273,1,2,20,7,1,2,"Eastern"
"18268",340000276,2,2,23,NA,1,18,"Eastern"
"18269",340000285,1,2,82,5,1,4,"Eastern"
"18270",340000287,3,2,85,6,1,4,"Eastern"
"18271",340000290,0,2,63,5,1,15,"Eastern"
"18272",340000291,NA,2,66,5,1,4,"Eastern"
"18273",340000295,NA,1,73,5,1,4,"Eastern"
"18274",340000296,0,1,78,7,1,4,"Eastern"
"18275",340000297,0,2,77,5,1,4,"Eastern"
"18276",340000299,1,2,79,2,3,4,"Eastern"
"18277",340000300,0,2,29,5,3,9,"Eastern"
"18278",340000302,1,2,85,8,3,4,"Eastern"
"18279",340000304,0,2,36,5,3,13,"Eastern"
"18280",340000311,8,1,27,6,3,2,"Eastern"
"18281",340000314,3,2,88,NA,3,4,"Eastern"
"18282",340000316,0,2,21,4,1,1,"Eastern"
"18283",340000321,0,1,44,4,1,10,"Eastern"
"18284",340000322,0,1,66,NA,1,4,"Eastern"
"18285",340000323,1,1,73,NA,1,4,"Eastern"
"18286",340000324,0,2,76,6,1,4,"Eastern"
"18287",340000327,0,1,17,NA,1,2,"Eastern"
"18288",340000329,0,2,75,NA,1,4,"Eastern"
"18289",340000330,0,2,68,NA,1,4,"Eastern"
"18290",340000331,0,1,64,8,1,4,"Eastern"
"18291",340000332,NA,1,65,5,1,4,"Eastern"
"18292",340000333,3,2,49,NA,1,15,"Eastern"
"18293",340000334,3,2,57,NA,1,3,"Eastern"
"18294",340000335,2,1,59,NA,1,9,"Eastern"
"18295",340000337,0,2,75,NA,1,4,"Eastern"
"18296",340000338,0,2,39,8,1,13,"Eastern"
"18297",340000339,0,2,80,NA,1,4,"Eastern"
"18298",340000341,3,2,75,10,3,4,"Eastern"
"18299",340000343,1,2,80,5,3,4,"Eastern"
"18300",340000345,1,2,68,9,3,4,"Eastern"
"18301",340000346,1,2,63,5,1,4,"Eastern"
"18302",340000347,0,2,47,5,1,3,"Eastern"
"18303",340000348,NA,2,72,NA,1,4,"Eastern"
"18304",340000354,0,2,39,NA,1,10,"Eastern"
"18305",340000355,0,2,78,5,1,4,"Eastern"
"18306",340000357,0,2,46,NA,1,12,"Eastern"
"18307",340000370,0,2,63,NA,2,4,"Eastern"
"18308",340000389,0,2,43,6,2,17,"Eastern"
"18309",340000390,NA,1,79,3,2,4,"Eastern"
"18310",340000392,0,2,29,NA,2,1,"Eastern"
"18311",340000395,6,2,59,NA,2,4,"Eastern"
"18312",340000396,NA,2,74,NA,2,4,"Eastern"
"18313",340000397,0,1,74,2,2,4,"Eastern"
"18314",340000400,1,2,54,NA,2,17,"Eastern"
"18315",340000402,1,2,75,4,2,4,"Eastern"
"18316",340000403,1,2,77,10,3,4,"Eastern"
"18317",340000413,0,2,65,6,3,10,"Eastern"
"18318",340000417,0,2,30,6,3,13,"Eastern"
"18319",340000433,0,1,52,4,1,10,"Eastern"
"18320",340000435,0,2,34,NA,1,1,"Eastern"
"18321",340000440,1,2,81,NA,1,4,"Eastern"
"18322",340000442,1,1,29,NA,1,15,"Eastern"
"18323",340000445,0,2,65,6,1,12,"Eastern"
"18324",340000446,0,1,26,4,1,12,"Eastern"
"18325",340000448,0,2,76,NA,1,4,"Eastern"
"18326",340000450,0,2,34,NA,1,10,"Eastern"
"18327",340000475,0,2,86,6,2,4,"Eastern"
"18328",340000476,0,2,36,6,2,12,"Eastern"
"18329",340000487,1,2,57,5,2,12,"Eastern"
"18330",340000503,0,1,21,4,2,2,"Eastern"
"18331",340000508,0,2,85,7,2,4,"Eastern"
"18332",340000519,2,2,69,6,2,4,"Eastern"
"18333",340000528,1,2,54,NA,2,13,"Eastern"
"18334",340000529,0,2,60,9,2,4,"Eastern"
"18335",340000533,0,1,22,6,2,9,"Eastern"
"18336",340000534,0,1,42,7,1,13,"Eastern"
"18337",340000537,0,2,79,6,1,4,"Eastern"
"18338",340000538,0,1,41,NA,1,9,"Eastern"
"18339",340000539,0,2,78,NA,1,4,"Eastern"
"18340",340000540,0,2,54,4,1,17,"Eastern"
"18341",340000541,0,1,65,6,1,9,"Eastern"
"18342",340000542,0,1,72,3,1,4,"Eastern"
"18343",340000543,1,2,30,NA,1,10,"Eastern"
"18344",340000544,1,2,73,6,1,4,"Eastern"
