"","uniqid","at_sexviol","gender","age","politics","urban","occupation","region"
"1",16184372,NA,1,82,8,1,4,"Western"
"2",16184349,NA,1,69,6,1,4,"Western"
"3",16184371,2,2,42,5,1,13,"Western"
"4",16178926,0,2,68,NA,1,4,"Western"
"5",16178922,5,1,44,8,2,18,"Western"
"6",16178924,0,2,61,4,3,1,"Western"
"7",16178928,0,1,18,3,2,2,"Western"
"8",16178932,0,2,65,1,3,4,"Western"
"9",16178929,2,2,55,5,3,8,"Western"
"10",16178933,1,1,24,4,3,2,"Western"
"11",16178937,5,2,70,10,3,4,"Western"
"12",16178939,0,1,21,6,2,2,"Western"
"13",16178938,0,1,72,4,3,4,"Western"
"14",16178919,0,1,20,1,3,2,"Western"
"15",16191020,0,1,44,5,2,12,"Western"
"16",16193638,0,1,27,8,1,13,"Western"
"17",16178227,0,1,29,7,1,17,"Western"
"18",16190615,2,1,56,5,1,4,"Western"
"19",16178230,0,1,68,4,1,4,"Western"
"20",16190764,0,2,66,3,1,4,"Western"
"21",16190390,3,1,52,5,3,11,"Western"
"22",16178231,0,2,62,4,1,13,"Western"
"23",16178233,0,1,71,7,1,4,"Western"
"24",16180880,0,2,71,3,2,4,"Western"
"25",16180897,0,1,64,NA,1,4,"Western"
"26",16179665,2,1,67,5,2,4,"Western"
"27",16177088,0,2,60,4,3,4,"Western"
"28",16192064,1,2,69,1,1,4,"Western"
"29",16177130,0,1,24,6,3,12,"Western"
"30",16187932,0,2,59,6,2,13,"Western"
"31",16193283,0,1,41,4,1,14,"Western"
"32",16193786,NA,1,64,5,1,4,"Western"
"33",16180894,0,1,59,4,2,4,"Western"
"34",16193272,0,1,86,7,1,4,"Western"
"35",16177992,1,2,73,2,1,4,"Western"
"36",16185714,0,1,57,8,1,5,"Western"
"37",16179668,2,2,75,7,2,4,"Western"
"38",16177084,0,2,36,5,3,14,"Western"
"39",16192192,9,2,81,NA,2,4,"Western"
"40",16177125,2,1,75,5,1,4,"Western"
"41",16191671,3,1,55,8,1,12,"Western"
"42",16177026,0,2,55,3,2,3,"Western"
"43",16187928,1,1,63,7,1,4,"Western"
"44",16180885,0,1,90,6,2,4,"Western"
"45",16184770,2,2,76,NA,2,4,"Western"
"46",16177985,0,2,49,2,1,4,"Western"
"47",16179676,2,2,75,4,2,4,"Western"
"48",16192864,0,1,64,5,1,4,"Western"
"49",16180887,0,2,74,5,2,4,"Western"
"50",16192764,0,1,60,1,1,8,"Western"
"51",16177131,0,2,34,5,1,13,"Western"
"52",16178003,0,2,56,4,1,15,"Western"
"53",16177085,2,2,73,4,3,4,"Western"
"54",16177035,0,2,29,7,3,15,"Western"
"55",16178690,0,2,67,NA,2,4,"Western"
"56",16177122,0,1,19,7,2,2,"Western"
"57",16178002,0,2,38,5,1,3,"Western"
"58",16186088,0,2,52,5,1,11,"Western"
"59",16177023,0,1,36,7,3,11,"Western"
"60",16187916,0,2,36,5,1,15,"Western"
"61",16185711,0,1,77,5,1,4,"Western"
"62",16191136,9,2,64,1,1,4,"Western"
"63",16177947,0,1,34,5,1,17,"Western"
"64",16177089,0,1,28,1,3,3,"Western"
"65",16191860,0,2,23,1,1,2,"Western"
"66",16184568,NA,1,61,NA,1,8,"Western"
"67",16186086,0,2,55,5,1,3,"Western"
"68",16179731,3,2,52,5,3,3,"Western"
"69",16177133,1,1,34,3,3,17,"Western"
"70",16177039,3,2,33,5,3,3,"Western"
"71",16192401,0,2,35,5,1,15,"Western"
"72",16187920,0,1,62,7,1,4,"Western"
"73",16179674,2,2,58,7,2,13,"Western"
"74",16190296,1,1,24,5,2,8,"Western"
"75",16177092,1,1,19,10,3,8,"Western"
"76",16184644,3,2,83,NA,1,4,"Western"
"77",16177958,0,2,61,5,1,13,"Western"
"78",16177137,0,2,64,1,3,4,"Western"
"79",16177024,0,2,48,5,2,12,"Western"
"80",16186123,0,2,44,NA,1,13,"Western"
"81",16184569,2,1,22,5,1,2,"Western"
"82",16187429,1,1,20,6,1,17,"Western"
"83",16177953,1,2,71,2,1,4,"Western"
"84",16192644,0,2,23,4,1,2,"Western"
"85",16180339,0,2,33,5,1,7,"Western"
"86",16190336,1,2,44,5,1,4,"Western"
"87",16178368,0,1,63,3,1,3,"Western"
"88",16184646,4,2,92,5,2,4,"Western"
"89",16186119,0,2,53,3,1,14,"Western"
"90",16179663,2,2,19,NA,2,2,"Western"
"91",16187726,0,1,72,4,1,4,"Western"
"92",16188387,0,1,54,8,1,5,"Western"
"93",16184577,4,2,83,1,1,4,"Western"
"94",16187228,0,2,75,5,1,4,"Western"
"95",16187434,2,1,78,5,1,4,"Western"
"96",16180344,0,2,29,7,1,14,"Western"
"97",16179640,3,2,61,6,2,1,"Western"
"98",16188226,0,2,74,5,1,4,"Western"
"99",16191670,0,2,81,7,1,4,"Western"
"100",16191876,0,2,33,5,1,17,"Western"
"101",16184566,2,1,45,NA,1,12,"Western"
"102",16184665,4,2,70,10,2,4,"Western"
"103",16180166,0,1,90,5,1,4,"Western"
"104",16187433,3,1,75,5,1,4,"Western"
"105",16187743,0,1,53,6,1,17,"Western"
"106",16184664,1,2,16,5,1,2,"Western"
"107",16193530,6,1,26,5,2,2,"Western"
"108",16179643,2,1,43,4,2,17,"Western"
"109",16190064,0,2,51,7,1,15,"Western"
"110",16187739,0,1,38,5,1,13,"Western"
"111",16194530,5,1,71,10,2,4,"Western"
"112",16193849,1,1,31,6,1,3,"Western"
"113",16177445,2,1,68,NA,2,4,"Western"
"114",16179648,3,1,82,5,2,4,"Western"
"115",16187736,2,2,77,6,1,4,"Western"
"116",16194978,0,2,78,5,2,4,"Western"
"117",16187425,1,2,50,6,1,17,"Western"
"118",16188384,0,2,78,NA,1,4,"Western"
"119",16180161,0,2,67,7,1,4,"Western"
"120",16177126,0,2,40,7,2,13,"Western"
"121",16194127,5,1,72,7,1,4,"Western"
"122",16187716,0,1,76,6,2,4,"Western"
"123",16187426,0,1,40,6,1,3,"Western"
"124",16185707,9,1,68,4,1,4,"Western"
"125",16190129,2,2,69,7,1,4,"Western"
"126",16177136,5,1,55,3,3,15,"Western"
"127",16188233,1,1,65,NA,1,4,"Western"
"128",16179479,3,2,61,5,2,13,"Western"
"129",16187722,0,2,37,6,1,17,"Western"
"130",16178554,0,2,53,1,2,8,"Western"
"131",16187398,0,2,28,6,1,17,"Western"
"132",16185721,2,2,57,6,1,15,"Western"
"133",16190571,0,1,34,5,2,17,"Western"
"134",16184801,0,2,44,10,3,18,"Western"
"135",16179484,0,2,47,7,2,13,"Western"
"136",16188242,0,1,69,7,1,4,"Western"
"137",16178538,0,2,61,1,2,4,"Western"
"138",16187708,0,1,31,5,1,12,"Western"
"139",16194973,0,1,40,1,2,13,"Western"
"140",16179487,0,1,50,6,2,17,"Western"
"141",16177127,2,2,73,5,2,4,"Western"
"142",16179186,0,2,64,5,1,4,"Western"
"143",16178561,0,2,22,5,2,3,"Western"
"144",16179498,0,1,47,6,2,15,"Western"
"145",16190113,9,2,62,6,3,4,"Western"
"146",16177087,1,2,32,2,3,13,"Western"
"147",16188229,0,1,24,5,1,17,"Western"
"148",16191061,0,2,73,5,2,4,"Western"
"149",16186104,0,2,52,5,1,4,"Western"
"150",16178525,0,1,38,6,2,13,"Western"
"151",16179180,0,2,62,5,1,4,"Western"
"152",16194344,0,2,29,1,1,12,"Western"
"153",16179505,3,1,45,6,2,16,"Western"
"154",16184579,0,2,60,NA,1,4,"Western"
"155",16188403,0,1,19,5,1,2,"Western"
"156",16187897,0,2,43,4,1,13,"Western"
"157",16187397,1,2,76,6,1,4,"Western"
"158",16186106,0,1,49,6,1,12,"Western"
"159",16184771,0,1,62,5,3,3,"Western"
"160",16190031,0,2,46,NA,1,1,"Western"
"161",16179489,0,1,36,4,2,17,"Western"
"162",16187402,0,2,65,6,1,4,"Western"
"163",16188391,0,1,73,8,1,4,"Western"
"164",16190174,0,2,44,7,2,13,"Western"
"165",16184580,3,2,53,6,1,3,"Western"
"166",16187891,2,2,54,4,2,14,"Western"
"167",16178537,0,2,45,6,2,8,"Western"
"168",16182592,0,1,22,6,1,17,"Western"
"169",16188023,1,1,18,1,2,2,"Western"
"170",16179493,2,1,81,4,2,4,"Western"
"171",16190348,6,2,66,NA,2,4,"Western"
"172",16179228,0,2,59,5,1,4,"Western"
"173",16188021,1,1,18,2,1,2,"Western"
"174",16178544,0,1,21,5,2,15,"Western"
"175",16190624,2,1,74,5,1,4,"Western"
"176",16184686,3,2,57,5,1,13,"Western"
"177",16179510,4,2,54,5,2,14,"Western"
"178",16194804,0,1,36,5,1,8,"Western"
"179",16187705,2,1,76,7,1,4,"Western"
"180",16179179,0,2,58,5,1,4,"Western"
"181",16187704,0,2,81,6,1,4,"Western"
"182",16179514,3,2,52,7,2,13,"Western"
"183",16190210,3,2,18,6,2,2,"Western"
"184",16179501,3,1,49,4,2,16,"Western"
"185",16190190,0,2,46,5,2,3,"Western"
"186",16179516,3,2,23,6,2,13,"Western"
"187",16188022,2,2,27,1,3,13,"Western"
"188",16186758,1,2,67,7,2,4,"Western"
"189",16179496,5,2,66,4,2,4,"Western"
"190",16188004,3,1,30,1,2,17,"Western"
"191",16177430,3,2,34,8,1,7,"Western"
"192",16181630,0,1,36,5,1,15,"Western"
"193",16186389,3,1,40,3,3,17,"Western"
"194",16190583,0,2,45,3,1,12,"Western"
"195",16186385,3,1,65,4,3,4,"Western"
"196",16190067,0,2,89,6,1,4,"Western"
"197",16190755,0,1,72,5,2,4,"Western"
"198",16179900,0,2,70,5,2,4,"Western"
"199",16186382,4,1,73,5,3,4,"Western"
"200",16191527,0,1,70,5,1,4,"Western"
"201",16186380,3,2,57,4,3,1,"Western"
"202",16178491,1,1,31,1,2,18,"Western"
"203",16177406,0,2,60,NA,2,4,"Western"
"204",16191850,0,1,51,10,1,11,"Western"
"205",16186743,2,1,39,5,2,14,"Western"
"206",16180241,0,1,68,7,2,4,"Western"
"207",16180238,2,1,62,8,2,8,"Western"
"208",16180244,0,1,69,8,2,4,"Western"
"209",16190054,7,2,32,10,1,4,"Western"
"210",16186760,NA,1,31,7,1,14,"Western"
"211",16186376,4,1,51,6,3,14,"Western"
"212",16193109,0,2,41,6,1,4,"Western"
"213",16187957,0,2,74,NA,1,4,"Western"
"214",16185909,3,1,76,2,1,4,"Western"
"215",16180239,2,1,76,8,3,4,"Western"
"216",16186084,0,1,64,3,1,4,"Western"
"217",16184478,4,2,55,1,2,1,"Western"
"218",16192536,0,2,45,NA,1,3,"Western"
"219",16185889,2,2,72,5,1,4,"Western"
"220",16181633,0,1,35,NA,1,8,"Western"
"221",16186392,1,1,69,4,3,4,"Western"
"222",16187212,0,2,57,5,1,4,"Western"
"223",16178713,0,2,38,NA,2,3,"Western"
"224",16187955,0,1,49,7,1,14,"Western"
"225",16184992,3,2,63,1,2,4,"Western"
"226",16191407,0,2,62,5,2,4,"Western"
"227",16190352,0,2,46,5,1,9,"Western"
"228",16177031,1,2,24,4,3,2,"Western"
"229",16181224,0,2,52,7,3,15,"Western"
"230",16177123,3,2,68,6,2,4,"Western"
"231",16186984,NA,2,70,NA,2,4,"Western"
"232",16181638,0,2,80,8,1,4,"Western"
"233",16192929,0,2,44,4,2,15,"Western"
"234",16180247,0,2,39,5,2,8,"Western"
"235",16177096,1,1,43,4,3,13,"Western"
"236",16193267,1,1,72,1,2,4,"Western"
"237",16185738,0,2,67,5,1,4,"Western"
"238",16186985,0,2,68,10,1,4,"Western"
"239",16190201,0,1,21,4,1,17,"Western"
"240",16179231,0,2,67,5,1,4,"Western"
"241",16187954,0,1,48,6,1,17,"Western"
"242",16184177,4,1,80,7,1,4,"Western"
"243",16186372,3,1,46,6,3,17,"Western"
"244",16190033,0,2,48,5,3,4,"Western"
"245",16181228,0,1,25,6,3,15,"Western"
"246",16184480,5,2,94,6,2,1,"Western"
"247",16185923,NA,1,66,1,1,4,"Western"
"248",16190733,0,1,59,4,1,4,"Western"
"249",16177731,0,2,68,NA,1,1,"Western"
"250",16193419,2,1,65,5,2,4,"Western"
"251",16184477,5,1,37,6,2,12,"Western"
"252",16181230,0,2,42,4,3,15,"Western"
"253",16184968,0,2,24,NA,2,1,"Western"
"254",16179197,0,2,80,8,1,4,"Western"
"255",16182531,0,2,42,3,1,11,"Western"
"256",16193884,0,2,63,5,3,13,"Western"
"257",16180487,4,2,51,10,2,15,"Western"
"258",16187972,0,2,78,6,1,4,"Western"
"259",16187207,1,2,46,NA,1,15,"Western"
"260",16177028,2,1,62,7,3,17,"Western"
"261",16185900,0,2,42,NA,1,15,"Western"
"262",16186369,3,2,49,3,3,3,"Western"
"263",16179185,0,1,66,6,1,4,"Western"
"264",16191537,1,2,78,NA,NA,4,"Western"
"265",16180485,4,2,66,5,2,4,"Western"
"266",16185891,3,1,57,3,1,3,"Western"
"267",16187971,0,1,64,4,1,4,"Western"
"268",16190169,0,1,47,7,1,12,"Western"
"269",16180002,0,2,69,5,2,4,"Western"
"270",16181232,0,1,25,5,3,15,"Western"
"271",16192320,0,1,41,6,2,11,"Western"
"272",16182595,0,1,56,5,1,4,"Western"
"273",16185727,0,1,39,5,1,13,"Western"
"274",16179525,1,1,67,NA,3,4,"Western"
"275",16183933,0,2,86,8,2,4,"Western"
"276",16181640,0,2,82,5,1,4,"Western"
"277",16178700,0,2,56,3,2,15,"Western"
"278",16190651,0,1,47,NA,1,17,"Western"
"279",16186365,0,1,26,5,3,13,"Western"
"280",16184958,3,1,62,4,2,4,"Western"
"281",16177709,2,2,91,3,2,4,"Western"
"282",16194314,4,1,78,2,1,4,"Western"
"283",16180007,0,2,70,4,2,4,"Western"
"284",16181379,1,1,39,4,3,15,"Western"
"285",16187960,0,2,34,6,1,13,"Western"
"286",16185894,0,2,20,3,1,2,"Western"
"287",16190137,0,2,75,5,2,4,"Western"
"288",16181641,0,2,85,NA,2,4,"Western"
"289",16177129,0,2,54,3,3,14,"Western"
"290",16190902,0,1,34,3,2,12,"Western"
"291",16190555,1,2,71,NA,3,4,"Western"
"292",16183929,0,2,37,7,2,17,"Western"
"293",16184179,4,1,49,4,1,16,"Western"
"294",16192717,0,1,38,8,1,16,"Western"
"295",16184616,4,1,54,5,1,14,"Western"
"296",16186402,0,1,50,5,3,3,"Western"
"297",16185904,0,2,72,NA,1,4,"Western"
"298",16181498,0,2,60,5,1,15,"Western"
"299",16193071,0,2,54,5,1,1,"Western"
"300",16187209,0,1,50,NA,1,17,"Western"
"301",16178721,0,2,26,NA,2,17,"Western"
"302",16194153,5,2,61,7,1,4,"Western"
"303",16181623,0,1,55,8,1,3,"Western"
"304",16184692,0,2,54,NA,1,12,"Western"
"305",16194327,0,2,46,NA,1,15,"Western"
"306",16178390,3,2,66,NA,1,4,"Western"
"307",16186692,0,1,60,NA,1,4,"Western"
"308",16185903,1,2,32,5,1,14,"Western"
"309",16192144,1,1,77,2,1,4,"Western"
"310",16184630,3,1,42,6,1,17,"Western"
"311",16187731,0,1,85,6,1,4,"Western"
"312",16193095,0,1,66,7,1,4,"Western"
"313",16182139,1,1,19,4,3,2,"Western"
"314",16181499,0,2,45,5,1,13,"Western"
"315",16181622,0,2,58,3,1,15,"Western"
"316",16177732,1,1,53,5,1,3,"Western"
"317",16184025,0,1,40,NA,2,18,"Western"
"318",16192171,0,2,69,5,2,4,"Western"
"319",16180171,3,1,73,5,1,4,"Western"
"320",16190171,2,2,81,1,2,4,"Western"
"321",16178394,0,1,67,6,1,4,"Western"
"322",16186349,0,1,56,3,1,11,"Western"
"323",16190213,9,1,61,NA,2,18,"Western"
"324",16179534,2,1,40,NA,3,3,"Western"
"325",16181238,0,2,58,3,3,12,"Western"
"326",16190261,2,1,62,8,3,4,"Western"
"327",16186404,2,2,72,4,3,4,"Western"
"328",16178702,0,2,46,NA,2,4,"Western"
"329",16191021,0,2,22,4,2,2,"Western"
"330",16179893,3,1,60,7,1,4,"Western"
"331",16177726,0,1,31,1,1,17,"Western"
"332",16177323,0,2,39,5,2,15,"Western"
"333",16193316,0,1,63,5,1,4,"Western"
"334",16194118,3,1,69,5,1,4,"Western"
"335",16183834,0,1,39,6,1,12,"Western"
"336",16177434,NA,1,40,NA,1,17,"Western"
"337",16179917,0,2,57,4,2,14,"Western"
"338",16186356,0,2,36,5,1,17,"Western"
"339",16179892,0,2,40,6,1,12,"Western"
"340",16178502,1,2,29,1,2,13,"Western"
"341",16192298,0,2,60,NA,2,4,"Western"
"342",16177437,0,2,30,6,2,13,"Western"
"343",16178503,1,2,31,2,2,13,"Western"
"344",16178110,0,1,45,6,1,17,"Western"
"345",16178109,0,2,57,NA,1,15,"Western"
"346",16186750,0,2,30,7,1,13,"Western"
"347",16184588,0,2,35,5,1,3,"Western"
"348",16184168,3,2,25,4,1,14,"Western"
"349",16184585,0,2,68,5,1,4,"Western"
"350",16178709,0,2,62,5,2,4,"Western"
"351",16182145,2,2,37,4,3,3,"Western"
"352",16190678,1,1,39,7,1,12,"Western"
"353",16177132,2,2,72,6,3,4,"Western"
"354",16184170,2,1,71,8,1,4,"Western"
"355",16182141,NA,2,24,4,3,3,"Western"
"356",16185737,4,2,40,NA,1,4,"Western"
"357",16184596,0,2,58,3,1,1,"Western"
"358",16187234,0,2,24,NA,1,3,"Western"
"359",16193784,1,1,67,1,3,4,"Western"
"360",16177098,0,2,19,5,1,2,"Western"
"361",16186140,5,2,67,7,2,1,"Western"
"362",16191925,0,1,28,8,3,17,"Western"
"363",16182007,0,2,62,6,2,7,"Western"
"364",16187827,1,1,67,NA,1,4,"Western"
"365",16177040,0,2,28,1,3,2,"Western"
"366",16192381,0,1,37,1,1,12,"Western"
"367",16182011,0,1,86,5,2,4,"Western"
"368",16186407,NA,2,50,4,3,3,"Western"
"369",16185706,9,2,70,3,2,4,"Western"
"370",16177101,0,2,30,1,2,3,"Western"
"371",16192378,3,2,71,5,2,4,"Western"
"372",16177033,0,1,36,7,1,13,"Western"
"373",16177139,0,2,61,3,1,13,"Western"
"374",16184955,0,1,66,5,2,4,"Western"
"375",16177094,0,2,41,NA,1,13,"Western"
"376",16186412,2,1,36,4,3,15,"Western"
"377",16182164,0,1,62,8,3,5,"Western"
"378",16178515,0,1,67,5,2,4,"Western"
"379",16191780,0,1,17,6,2,2,"Western"
"380",16182015,5,1,52,4,2,4,"Western"
"381",16184618,3,2,36,5,1,14,"Western"
"382",16182306,0,1,71,4,1,4,"Western"
"383",16193073,0,2,49,4,2,4,"Western"
"384",16184697,3,2,22,6,1,12,"Western"
"385",16187870,1,2,60,NA,1,4,"Western"
"386",16184950,0,2,58,5,2,3,"Western"
"387",16182508,0,1,65,7,3,16,"Western"
"388",16177135,1,2,60,NA,3,4,"Western"
"389",16184426,2,1,83,8,2,4,"Western"
"390",16183045,0,1,65,3,1,4,"Western"
"391",16192152,1,2,75,7,1,4,"Western"
"392",16186416,0,2,75,5,3,4,"Western"
"393",16178686,0,2,25,NA,2,18,"Western"
"394",16177095,0,1,58,6,3,15,"Western"
"395",16184698,1,1,17,5,1,2,"Western"
"396",16182314,0,2,32,3,1,8,"Western"
"397",16182012,0,1,63,4,2,4,"Western"
"398",16185704,1,2,26,NA,1,15,"Western"
"399",16181703,4,1,79,8,2,4,"Western"
"400",16194231,0,1,41,5,1,13,"Western"
"401",16184425,0,1,19,7,2,2,"Western"
"402",16190775,1,2,85,NA,3,4,"Western"
"403",16187872,1,1,33,NA,1,3,"Western"
"404",16182511,0,2,46,7,2,4,"Western"
"405",16184620,4,2,67,9,1,4,"Western"
"406",16184674,0,2,67,5,1,4,"Western"
"407",16184174,2,1,21,7,1,2,"Western"
"408",16191884,0,2,26,5,1,4,"Western"
"409",16182739,1,2,65,6,2,1,"Western"
"410",16183048,2,2,48,5,1,17,"Western"
"411",16179317,0,2,61,NA,1,4,"Western"
"412",16186284,6,2,59,5,1,17,"Western"
"413",16190795,0,1,50,5,1,12,"Western"
"414",16184430,0,1,50,5,2,13,"Western"
"415",16194041,0,1,76,6,2,4,"Western"
"416",16187909,0,1,76,7,1,4,"Western"
"417",16186421,NA,2,56,6,3,3,"Western"
"418",16184676,0,2,51,4,1,8,"Western"
"419",16190141,3,2,86,5,2,4,"Western"
"420",16184792,0,1,67,NA,2,4,"Western"
"421",16184619,2,1,45,5,1,8,"Western"
"422",16179788,0,2,20,5,3,2,"Western"
"423",16179309,0,1,74,5,1,4,"Western"
"424",16186136,3,2,45,4,2,3,"Western"
"425",16187908,0,2,64,7,1,4,"Western"
"426",16177138,0,1,17,5,3,2,"Western"
"427",16177037,2,1,17,6,1,2,"Western"
"428",16182307,0,2,80,4,1,4,"Western"
"429",16182157,2,1,53,4,3,16,"Western"
"430",16191427,0,1,18,3,2,2,"Western"
"431",16179790,1,2,70,1,3,4,"Western"
"432",16184731,0,2,68,NA,2,4,"Western"
"433",16177029,0,2,20,1,1,2,"Western"
"434",16191403,0,2,69,1,3,4,"Western"
"435",16179299,0,2,44,8,1,17,"Western"
"436",16184424,2,2,82,8,2,4,"Western"
"437",16182904,1,2,87,3,2,4,"Western"
"438",16184777,0,1,19,5,2,2,"Western"
"439",16186319,2,2,61,5,3,4,"Western"
"440",16184921,0,2,21,NA,2,17,"Western"
"441",16187924,0,1,55,4,1,12,"Western"
"442",16179999,0,2,86,5,2,4,"Western"
"443",16184615,3,1,45,4,1,17,"Western"
"444",16191909,1,2,32,NA,2,4,"Western"
"445",16182153,2,1,22,5,3,3,"Western"
"446",16179888,0,1,60,NA,1,4,"Western"
"447",16190425,6,2,70,NA,2,4,"Western"
"448",16177960,0,2,42,3,1,13,"Western"
"449",16177324,0,1,49,7,2,7,"Western"
"450",16178665,3,2,41,3,1,18,"Western"
"451",16182906,0,1,61,4,2,3,"Western"
"452",16179300,0,2,81,5,1,4,"Western"
"453",16178704,0,2,49,3,2,13,"Western"
"454",16193084,NA,2,85,3,3,4,"Western"
"455",16187925,0,2,69,6,1,4,"Western"
"456",16178484,1,2,30,3,2,12,"Western"
"457",16179529,2,1,50,NA,3,16,"Western"
"458",16182148,2,1,67,4,3,4,"Western"
"459",16190524,0,1,74,5,2,4,"Western"
"460",16179848,0,2,33,5,1,12,"Western"
"461",16186470,0,1,81,5,1,4,"Western"
"462",16178668,1,2,27,NA,1,15,"Western"
"463",16184175,0,1,47,5,1,15,"Western"
"464",16177339,0,1,44,6,3,14,"Western"
"465",16190703,0,2,74,8,1,4,"Western"
"466",16179847,0,1,41,5,1,8,"Western"
"467",16190211,0,2,25,7,1,13,"Western"
"468",16186347,0,1,60,7,1,8,"Western"
"469",16180348,0,2,63,3,1,4,"Western"
"470",16179913,0,2,78,NA,2,4,"Western"
"471",16177340,0,1,39,4,2,12,"Western"
"472",16179851,0,1,53,5,1,16,"Western"
"473",16186359,0,2,19,5,1,2,"Western"
"474",16180351,0,1,47,5,1,17,"Western"
"475",16177422,NA,1,35,NA,2,13,"Western"
"476",16187390,0,2,55,5,1,14,"Western"
"477",16177124,0,2,66,6,3,4,"Western"
"478",16182793,3,2,67,4,1,4,"Western"
"479",16183930,2,1,69,8,2,4,"Western"
"480",16187388,0,2,56,4,1,15,"Western"
"481",16190723,0,2,69,4,1,4,"Western"
"482",16179995,0,1,52,6,2,17,"Western"
"483",16179941,0,2,38,4,1,3,"Western"
"484",16185726,4,2,54,7,1,4,"Western"
"485",16182006,0,1,65,5,2,4,"Western"
"486",16179188,0,2,39,6,1,11,"Western"
"487",16179092,3,2,48,4,3,3,"Western"
"488",16179897,0,1,54,5,1,17,"Western"
"489",16177348,0,1,38,5,2,13,"Western"
"490",16184456,4,2,19,5,2,14,"Western"
"491",16190757,0,1,60,3,1,12,"Western"
"492",16177141,0,2,33,1,3,10,"Western"
"493",16186704,0,2,31,5,1,3,"Western"
"494",16179736,0,2,52,5,3,3,"Western"
"495",16179944,1,1,37,5,1,8,"Western"
"496",16178526,0,2,27,4,2,3,"Western"
"497",16193173,0,2,34,4,3,14,"Western"
"498",16181999,0,1,56,3,2,14,"Western"
"499",16177144,0,2,55,3,3,15,"Western"
"500",16184461,4,2,76,5,2,4,"Western"
"501",16191011,5,1,19,10,2,2,"Western"
"502",16184775,0,1,48,5,3,3,"Western"
"503",16184043,0,1,56,4,2,15,"Western"
"504",16179097,7,1,41,5,3,17,"Western"
"505",16180363,0,2,36,6,1,12,"Western"
"506",16179303,0,1,68,5,1,4,"Western"
"507",16194617,4,1,18,5,1,2,"Western"
"508",16184453,2,2,61,3,2,9,"Western"
"509",16190317,0,2,31,1,3,14,"Western"
"510",16179307,0,2,39,5,1,17,"Western"
"511",16177143,0,2,36,4,3,13,"Western"
"512",16177103,0,2,18,8,3,2,"Western"
"513",16186703,2,2,45,4,1,14,"Western"
"514",16179067,3,1,71,5,3,4,"Western"
"515",16177746,1,2,30,3,1,18,"Western"
"516",16180164,0,1,57,3,1,4,"Western"
"517",16186323,0,1,72,3,3,4,"Western"
"518",16177107,0,2,26,3,3,12,"Western"
"519",16179283,0,1,60,NA,1,3,"Western"
"520",16182309,0,2,42,5,2,4,"Western"
"521",16179781,2,1,17,1,3,2,"Western"
"522",16192789,2,2,66,NA,2,4,"Western"
"523",16182509,1,2,15,2,2,2,"Western"
"524",16192522,7,1,45,NA,3,4,"Western"
"525",16177346,0,1,71,6,2,4,"Western"
"526",16184448,4,1,76,1,2,4,"Western"
"527",16179074,5,1,47,4,3,17,"Western"
"528",16178546,0,1,21,5,2,2,"Western"
"529",16184617,3,2,56,4,1,13,"Western"
"530",16183829,0,2,63,5,1,4,"Western"
"531",16194419,0,1,68,6,1,4,"Western"
"532",16178547,0,1,19,6,2,2,"Western"
"533",16186693,0,2,30,5,1,17,"Western"
"534",16179782,2,2,90,1,3,4,"Western"
"535",16179316,0,2,56,5,1,1,"Western"
"536",16187520,2,1,25,5,2,15,"Western"
"537",16191678,2,1,22,3,1,3,"Western"
"538",16178831,3,1,84,5,1,4,"Western"
"539",16186297,1,1,49,7,1,17,"Western"
"540",16183842,2,1,73,8,1,4,"Western"
"541",16194095,1,2,48,5,1,8,"Western"
"542",16179072,2,1,52,4,3,3,"Western"
"543",16184632,3,1,43,7,1,13,"Western"
"544",16190565,0,2,58,8,1,1,"Western"
"545",16186700,0,1,54,4,1,13,"Western"
"546",16187504,0,2,57,NA,1,3,"Western"
"547",16184037,0,1,70,6,2,4,"Western"
"548",16185643,1,1,63,5,1,4,"Western"
"549",16179793,5,2,72,5,3,4,"Western"
"550",16182901,0,1,48,5,1,17,"Western"
"551",16191315,0,2,36,3,1,15,"Western"
"552",16179070,3,1,75,4,3,4,"Western"
"553",16178884,0,2,59,6,1,15,"Western"
"554",16187539,0,1,58,10,1,17,"Western"
"555",16184029,0,1,31,NA,2,3,"Western"
"556",16182124,0,2,34,8,2,13,"Western"
"557",16185641,0,2,52,6,1,7,"Western"
"558",16193253,2,1,73,8,2,4,"Western"
"559",16177713,0,2,33,3,2,4,"Western"
"560",16191570,2,2,60,1,1,4,"Western"
"561",16182339,0,2,48,3,1,15,"Western"
"562",16185639,0,2,45,3,1,13,"Western"
"563",16191934,0,1,61,5,2,4,"Western"
"564",16179077,1,2,37,4,3,1,"Western"
"565",16178243,0,2,67,6,1,4,"Western"
"566",16184352,NA,2,83,5,1,4,"Western"
"567",16184038,1,1,72,5,2,3,"Western"
"568",16177642,3,2,22,1,2,2,"Western"
"569",16178534,0,1,24,4,2,2,"Western"
"570",16192931,3,2,46,8,1,17,"Western"
"571",16178671,2,1,82,5,1,4,"Western"
"572",16192930,0,2,54,8,1,4,"Western"
"573",16182340,0,2,35,5,1,13,"Western"
"574",16182601,0,2,58,4,1,12,"Western"
"575",16185637,0,2,83,4,1,4,"Western"
"576",16192411,1,2,39,6,1,13,"Western"
"577",16177483,0,1,48,NA,1,13,"Western"
"578",16177711,0,1,28,4,3,13,"Western"
